TokenID	item	id	rating_raw	Corpus_pred_min_length	Corpus_pred	pred_new	pred_new_noLen	pred_new_noSem	pred_new_noDirPP	pred_new_noSem_noDirPP	z.DirObjWordLength	DirObjLettLength	DirectionalPP	Semantics	Variety	VerbPart	gender	native_english	grew_up	grew_up_region	lang_other_eng_bin	lang_other_eng	linguistics_course	education	Response	Variety_ord	Variety_rev_helm	Variety_custom	rating_st	z.DirObjLettLength	rating_c	z.Corpus_pred_min_length	education_simple	group	rating_prop	rating_prop_c	corpus_prob	corpus_prop_min_length
40	B5	b46	17.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	Essex	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.9265525605064662	1.2231558930242168	-32.5	0.3510827450542086	university	B	0.175	-0.325	0.47289404650285616	0.6890861359363097
41	B5	b37	49.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	Middlesbrough	No	n/a	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.10729456921947315	1.2231558930242168	-0.5	0.3510827450542086	university	B	0.495	-0.0050000000000000044	0.47289404650285616	0.6890861359363097
42	B5	b41	0	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Ireland	Armagh	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	-1.3745842744915404	1.2231558930242168	-50	0.3510827450542086	postgraduate	B	0	-0.5	0.47289404650285616	0.6890861359363097
46	B5	b9	50	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	female	Yes	Great Britain	Scotland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.09449366310561388	1.2231558930242168	0	0.3510827450542086	university	B	0.5	0	0.47289404650285616	0.6890861359363097
47	B5	b1	74	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	england	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	0.5199498303596308	1.2231558930242168	24	0.3510827450542086	no_university	B	0.74	0.24	0.47289404650285616	0.6890861359363097
48	B5	b23	10	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	Ipswich	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	-1.118566152214355	1.2231558930242168	-40	0.3510827450542086	no_university	B	0.1	-0.4	0.47289404650285616	0.6890861359363097
49	B5	b12	31.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	female	Yes	Ireland	Northern Ireland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.5681271893184067	1.2231558930242168	-18.5	0.3510827450542086	university	B	0.315	-0.185	0.47289404650285616	0.6890861359363097
50	B5	b13	31.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	Nottinghamshire	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.5681271893184067	1.2231558930242168	-18.5	0.3510827450542086	university	B	0.315	-0.185	0.47289404650285616	0.6890861359363097
51	B5	b14	57.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	Cambridgeshire	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	0.0975199286022751	1.2231558930242168	7.5	0.3510827450542086	postgraduate	B	0.575	0.07499999999999996	0.47289404650285616	0.6890861359363097
52	B5	b4	87	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	female	Yes	Great Britain	Liverpool	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.8527733893199718	1.2231558930242168	37	0.3510827450542086	university	B	0.87	0.37	0.47289404650285616	0.6890861359363097
53	B5	b17	90.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	nottingham	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.9423797321169867	1.2231558930242168	40.5	0.3510827450542086	university	B	0.905	0.405	0.47289404650285616	0.6890861359363097
54	B5	b40	31	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	hertfordshire	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	-0.580928095432266	1.2231558930242168	-19	0.3510827450542086	no_university	B	0.31	-0.19	0.47289404650285616	0.6890861359363097
55	B5	b25	74	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.5199498303596308	1.2231558930242168	24	0.3510827450542086	university	B	0.74	0.24	0.47289404650285616	0.6890861359363097
56	B5	b26	49.5	0.795850369680483	-0.108530218378406	-1.2856086172099306	1.1085955670343504	-1.2517688395954965	-2.1193613614169515	-2.1193613614169515	2.31419939577039	37	yes	non-compositional	BrE	drive away	male	Yes	Great Britain	norwich	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.10729456921947315	1.2231558930242168	-0.5	0.3510827450542086	university	B	0.495	-0.0050000000000000044	0.47289404650285616	0.6890861359363097
57	A6	a18	79	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Scotland 	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.6479588914982235	-0.3723791849584918	29	0.14932364343714216	university	A	0.79	0.29000000000000004	0.7668680425298261	0.5897245272668533
58	A6	a2	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	London	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	postgraduate	A	1	0.5	0.7668680425298261	0.5897245272668533
59	A6	a38	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	South East	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	postgraduate	A	1	0.5	0.7668680425298261	0.5897245272668533
60	A6	a27	94.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Lancashire	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0447869810278607	-0.3723791849584918	44.5	0.14932364343714216	university	A	0.945	0.44499999999999995	0.7668680425298261	0.5897245272668533
61	A6	a28	91.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Suffolk	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	0.9679815443447052	-0.3723791849584918	41.5	0.14932364343714216	no_university	A	0.915	0.41500000000000004	0.7668680425298261	0.5897245272668533
62	A6	a25	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Glasgow	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
63	A6	a26	84	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.7759679526368162	-0.3723791849584918	34	0.14932364343714216	university	A	0.84	0.33999999999999997	0.7668680425298261	0.5897245272668533
64	A6	a29	94.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	norwich	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0447869810278607	-0.3723791849584918	44.5	0.14932364343714216	university	A	0.945	0.44499999999999995	0.7668680425298261	0.5897245272668533
65	A6	a36	98	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	london	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1343933238248756	-0.3723791849584918	48	0.14932364343714216	university	A	0.98	0.48	0.7668680425298261	0.5897245272668533
66	A6	a3	35	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	york	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.4785208465213919	-0.3723791849584918	-15	0.14932364343714216	university	A	0.35	-0.15000000000000002	0.7668680425298261	0.5897245272668533
67	A6	a1	68.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Armagh, N. Ireland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.37913986310717895	-0.3723791849584918	18.5	0.14932364343714216	university	A	0.685	0.18500000000000005	0.7668680425298261	0.5897245272668533
68	A6	a15	97.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Stoke on Trent	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1215924177110164	-0.3723791849584918	47.5	0.14932364343714216	postgraduate	A	0.975	0.475	0.7668680425298261	0.5897245272668533
69	A6	a21	97.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	west sussex	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1215924177110164	-0.3723791849584918	47.5	0.14932364343714216	university	A	0.975	0.475	0.7668680425298261	0.5897245272668533
70	A6	a39	95	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Cheshire	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.05758788714172	-0.3723791849584918	45	0.14932364343714216	postgraduate	A	0.95	0.44999999999999996	0.7668680425298261	0.5897245272668533
71	A6	a52	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Somerset	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
72	A6	a41	24	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Birmimgham	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.7601407810262957	-0.3723791849584918	-26	0.14932364343714216	university	A	0.24	-0.26	0.7668680425298261	0.5897245272668533
73	A6	a32	81.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.7119634220675198	-0.3723791849584918	31.5	0.14932364343714216	university	A	0.815	0.31499999999999995	0.7668680425298261	0.5897245272668533
74	A6	a51	88.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Hertfordshire	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	0.8911761076615495	-0.3723791849584918	38.5	0.14932364343714216	postgraduate	A	0.885	0.385	0.7668680425298261	0.5897245272668533
75	A6	a20	50.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Norfolk	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	-0.08169275699175461	-0.3723791849584918	0.5	0.14932364343714216	university	A	0.505	0.0050000000000000044	0.7668680425298261	0.5897245272668533
76	A6	a17	96	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	St Helens	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0831896993694385	-0.3723791849584918	46	0.14932364343714216	university	A	0.96	0.45999999999999996	0.7668680425298261	0.5897245272668533
77	A6	a5	74	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Pembrokeshire, Wales	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	0.5199498303596308	-0.3723791849584918	24	0.14932364343714216	no_university	A	0.74	0.24	0.7668680425298261	0.5897245272668533
78	A6	a22	97	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	London	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1087915115971572	-0.3723791849584918	47	0.14932364343714216	postgraduate	A	0.97	0.47	0.7668680425298261	0.5897245272668533
79	A6	a14	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Manchester	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
106	A6	a46	93.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	London	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.0191851688001423	-0.3723791849584918	43.5	0.14932364343714216	university	A	0.935	0.43500000000000005	0.7668680425298261	0.5897245272668533
107	A6	a35	96.5	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Surrey	No	NA	No	secondary education	Discontinuous	BrE	BrE	BrE	1.0959906054832977	-0.3723791849584918	46.5	0.14932364343714216	no_university	A	0.965	0.46499999999999997	0.7668680425298261	0.5897245272668533
108	A6	a44	92	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Essex	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.9807824504585644	-0.3723791849584918	42	0.14932364343714216	university	A	0.92	0.42000000000000004	0.7668680425298261	0.5897245272668533
109	A6	a45	92	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Scotland	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	0.9807824504585644	-0.3723791849584918	42	0.14932364343714216	university	A	0.92	0.42000000000000004	0.7668680425298261	0.5897245272668533
110	A6	a11	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Manchester	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
111	A6	a10	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	Durham	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	postgraduate	A	1	0.5	0.7668680425298261	0.5897245272668533
112	A6	a7	92	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	London	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	0.9807824504585644	-0.3723791849584918	42	0.14932364343714216	postgraduate	A	0.92	0.42000000000000004	0.7668680425298261	0.5897245272668533
113	A6	a6	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	male	Yes	Great Britain	West Midlands	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
114	A6	a8	100	0.36282670612925	1.19071010859945	0.46366074065152896	0.351564721933304	0.21565862042876294	0.9158559468336231	0.9158559468336231	-1.68580060422961	9	no	compositional	BrE	get back	female	Yes	Great Britain	Liverpool	No	NA	No	higher education (undergraduate studies)	Discontinuous	BrE	BrE	BrE	1.1855969482803126	-0.3723791849584918	50	0.14932364343714216	university	A	1	0.5	0.7668680425298261	0.5897245272668533
116	A12	a39	0	-0.726841473175619	-0.630533994616578	-0.010116633804707176	-0.9142288552389521	0.011502779073244263	0.37259268553119407	0.37259268553119407	1.31419939577039	13	no	non-compositional	BrE	move around	male	Yes	Great Britain	Cheshire	No	NA	No	higher education (postgraduate studies)	Discontinuous	BrE	BrE	BrE	-1.3745842744915404	-0.14444560238953344	-50	-0.188027703097277	postgraduate	A	0	-0.5	0.3473894660107748	0.3258882267113754
